,blk_no,street,flat_type,latitude,longitude,month,resale_price
430676,424,JURONG WEST AVE 1,3 ROOM,1.351057551,103.7248859,2011-05,300000.0
430677,424,JURONG WEST AVE 1,4 ROOM,1.351057551,103.7248859,2017-11,335000.0
430704,424,PASIR RIS DR 6,EXECUTIVE,1.370033899,103.9545056,2019-03,680000.0
430777,424,SERANGOON CTRL,EXECUTIVE,1.348147389,103.8755908,2019-07,880000.0
430909,424,TAMPINES ST 41,3 ROOM,1.357470032,103.9482177,2018-09,345000.0
430911,424,TAMPINES ST 41,4 ROOM,1.357470032,103.9482177,2019-11,408000.0
430993,424,WOODLANDS ST 41,4 ROOM,1.427287309,103.77485940000001,2019-08,323000.0
430991,424,WOODLANDS ST 41,5 ROOM,1.427287309,103.77485940000001,2017-08,408000.0
430994,424,YISHUN AVE 11,,1.423059005,103.84905859999999,,
430995,424A,ANG MO KIO ST 42,,1.368139921,103.8511309,,
430996,424A,CANBERRA RD,,1.4531911480000002,103.819068,,
431012,424A,YISHUN AVE 11,2 ROOM,1.4232264330000002,103.8480493,2020-01,232000.0
431009,424A,YISHUN AVE 11,3 ROOM,1.4232264330000002,103.8480493,2019-08,312000.0
431026,424B,YISHUN AVE 11,2 ROOM,1.423245545,103.84854190000001,2020-01,224500.0
431023,424B,YISHUN AVE 11,3 ROOM,1.423245545,103.84854190000001,2019-10,320000.0
431038,424C,YISHUN AVE 11,3 ROOM,1.423258712,103.84915500000001,2020-01,310000.0
431039,424C,YISHUN AVE 11,4 ROOM,1.423258712,103.84915500000001,2020-01,395000.0
431044,424D,YISHUN AVE 11,3 ROOM,1.422829664,103.8492234,2019-07,275000.0
431050,424D,YISHUN AVE 11,4 ROOM,1.422829664,103.8492234,2020-01,403000.0
431194,425,ANG MO KIO AVE 3,3 ROOM,1.3691224169999998,103.8516161,2019-09,315000.0
431166,425,ANG MO KIO AVE 3,4 ROOM,1.3691224169999998,103.8516161,2007-03,284000.0
431415,425,BEDOK NTH RD,3 ROOM,1.3290140879999999,103.92881,2019-12,288000.0
431409,425,BEDOK NTH RD,4 ROOM,1.3290140879999999,103.92881,2018-11,396000.0
431361,425,BEDOK NTH RD,EXECUTIVE,1.3290140879999999,103.92881,2009-02,520000.0
431439,425,BT BATOK WEST AVE 2,3 ROOM,1.36183235,103.74522590000001,2017-06,258000.0
431440,425,BT BATOK WEST AVE 2,4 ROOM,1.36183235,103.74522590000001,2019-09,302000.0
431501,425,CANBERRA RD,4 ROOM,1.4543786730000001,103.8186781,2019-12,318000.0
431500,425,CANBERRA RD,5 ROOM,1.4543786730000001,103.8186781,2019-09,402000.0
431600,425,CHOA CHU KANG AVE 4,4 ROOM,1.38121893,103.7394824,2019-09,345000.0
431588,425,CHOA CHU KANG AVE 4,5 ROOM,1.38121893,103.7394824,2012-07,450000.0
431622,425,CLEMENTI AVE 1,4 ROOM,1.309626523,103.7711231,2019-11,720888.0
431624,425,CLEMENTI AVE 1,5 ROOM,1.309626523,103.7711231,2020-01,895000.0
431675,425,FAJAR RD,5 ROOM,1.385857994,103.76949599999999,2019-08,433888.0
431722,425,HOUGANG AVE 6,4 ROOM,1.373423294,103.8936002,2018-09,475000.0
431717,425,HOUGANG AVE 6,5 ROOM,1.373423294,103.8936002,2008-03,428000.0
431882,425,JURONG WEST AVE 1,3 ROOM,1.350850806,103.7244373,2019-06,265000.0
431883,425,JURONG WEST AVE 1,4 ROOM,1.350850806,103.7244373,2019-07,331000.0
431985,425,PASIR RIS DR 6,4 ROOM,1.369569939,103.9548643,2019-05,400000.0
431982,425,PASIR RIS DR 6,5 ROOM,1.369569939,103.9548643,2018-10,480000.0
432047,425,SERANGOON AVE 1,4 ROOM,1.348126435,103.87660509999999,2017-12,535000.0
432043,425,SERANGOON AVE 1,5 ROOM,1.348126435,103.87660509999999,2014-02,700000.0
432137,425,TAMPINES ST 41,4 ROOM,1.359059944,103.9481822,2018-10,384000.0
432136,425,TAMPINES ST 41,5 ROOM,1.359059944,103.9481822,2018-06,511000.0
432233,425,WOODLANDS ST 41,4 ROOM,1.427113195,103.7739962,2019-10,320000.0
432232,425,WOODLANDS ST 41,5 ROOM,1.427113195,103.7739962,2019-09,422000.0
432390,425,YISHUN AVE 11,4 ROOM,1.422422421,103.8483265,2020-01,270000.0
432523,426,ANG MO KIO AVE 3,4 ROOM,1.3694804680000001,103.8533098,2019-12,420000.0
432730,426,BEDOK NTH RD,3 ROOM,1.329800633,103.92898570000001,2020-01,262000.0
432708,426,BEDOK NTH RD,4 ROOM,1.329800633,103.92898570000001,2011-12,446000.0
432829,426,BT BATOK WEST AVE 2,4 ROOM,1.3616797440000001,103.7448974,2019-09,300000.0
432828,426,BT BATOK WEST AVE 2,5 ROOM,1.3616797440000001,103.7448974,2018-07,420000.0
432914,426,CHOA CHU KANG AVE 4,4 ROOM,1.38053536,103.7392345,2019-04,390000.0
433092,426,CLEMENTI AVE 3,3 ROOM,1.311580406,103.7642113,2019-06,405000.0
433089,426,CLEMENTI AVE 3,4 ROOM,1.311580406,103.7642113,2018-08,470000.0
433091,426,CLEMENTI AVE 3,5 ROOM,1.311580406,103.7642113,2019-02,720000.0
433020,426,CLEMENTI AVE 3,EXECUTIVE,1.311580406,103.7642113,2002-03,143500.0
433107,426,FAJAR RD,EXECUTIVE,1.3862212530000002,103.76948409999999,2019-12,580000.0
433149,426,HOUGANG AVE 6,4 ROOM,1.373647438,103.8930906,2018-02,425000.0
433151,426,HOUGANG AVE 6,5 ROOM,1.373647438,103.8930906,2018-08,570000.0
433285,426,JURONG WEST AVE 1,4 ROOM,1.3515913940000002,103.7246401,2019-05,325000.0
433283,426,JURONG WEST AVE 1,5 ROOM,1.3515913940000002,103.7246401,2018-07,420000.0
433448,426,PASIR RIS DR 6,4 ROOM,1.3701295269999998,103.955787,2018-12,362000.0
433516,426,SERANGOON AVE 1,4 ROOM,1.347795057,103.87602209999999,2019-10,645000.0
433515,426,SERANGOON AVE 1,5 ROOM,1.347795057,103.87602209999999,2019-09,758000.0
433633,426,TAMPINES ST 41,EXECUTIVE,1.359574782,103.94793,2019-07,606000.0
433708,426,WOODLANDS ST 41,4 ROOM,1.427113417,103.77328320000001,2017-08,341000.0
433706,426,WOODLANDS ST 41,5 ROOM,1.427113417,103.77328320000001,2013-10,455000.0
433709,426,YISHUN AVE 11,,1.422918434,103.84602530000001,,
433710,426A,WOODLANDS ST 41,,1.4266633780000002,103.7736627,,
433723,426A,YISHUN AVE 11,4 ROOM,1.423080827,103.8464194,2019-12,385000.0
433725,426A,YISHUN AVE 11,5 ROOM,1.423080827,103.8464194,2020-01,475000.0
433732,426B,YISHUN AVE 11,4 ROOM,1.422721485,103.8463669,2019-11,378000.0
433734,426C,YISHUN AVE 11,4 ROOM,1.422716492,103.8469637,2018-10,402888.0
433737,426C,YISHUN AVE 11,5 ROOM,1.422716492,103.8469637,2019-12,485000.0
433745,426D,YISHUN AVE 11,4 ROOM,1.423122016,103.8474982,2019-10,399000.0
433748,426D,YISHUN AVE 11,5 ROOM,1.423122016,103.8474982,2019-12,440000.0
433868,427,ANG MO KIO AVE 3,4 ROOM,1.369311859,103.8545506,2020-01,390000.0
434043,427,BEDOK NTH RD,4 ROOM,1.329108884,103.9277342,2019-04,405000.0
434105,427,BT PANJANG RING RD,5 ROOM,1.386370621,103.7698112,2018-06,470000.0
434190,427,CHOA CHU KANG AVE 4,4 ROOM,1.380884194,103.7397635,2019-07,333000.0
434187,427,CHOA CHU KANG AVE 4,5 ROOM,1.380884194,103.7397635,2018-04,435000.0
434365,427,CLEMENTI AVE 3,3 ROOM,1.311970645,103.763803,2018-11,380000.0
434366,427,CLEMENTI AVE 3,4 ROOM,1.311970645,103.763803,2019-07,515000.0
434392,427,HOUGANG AVE 6,EXECUTIVE,1.374470806,103.89309109999999,2019-10,720000.0
434498,427,JURONG WEST AVE 1,4 ROOM,1.351313736,103.72559670000001,2018-04,377000.0
434500,427,JURONG WEST AVE 1,5 ROOM,1.351313736,103.72559670000001,2019-01,400000.0
434620,427,PASIR RIS DR 6,4 ROOM,1.3703064930000002,103.95601500000001,2020-01,357000.0
434685,427,SERANGOON CTRL,4 ROOM,1.347788134,103.8751985,2019-10,620000.0
434684,427,SERANGOON CTRL,5 ROOM,1.347788134,103.8751985,2019-08,600008.0
434795,427,TAMPINES ST 41,EXECUTIVE,1.359543889,103.9485304,2019-04,588000.0
434851,427,WOODLANDS ST 41,4 ROOM,1.427295079,103.7724946,2019-09,330000.0
434853,427,WOODLANDS ST 41,5 ROOM,1.427295079,103.7724946,2019-12,358000.0
435019,427,YISHUN AVE 11,4 ROOM,1.422069069,103.84809179999999,2019-12,279000.0
435118,428,ANG MO KIO AVE 3,4 ROOM,1.368939065,103.8544123,2019-02,418000.0
435295,428,BEDOK NTH RD,4 ROOM,1.329539942,103.9276501,2020-01,420000.0
435304,428,BT PANJANG RING RD,4 ROOM,1.3867135940000002,103.7697732,2006-08,178000.0
435306,428,BT PANJANG RING RD,5 ROOM,1.3867135940000002,103.7697732,2014-07,415000.0
435335,428,CHOA CHU KANG AVE 4,4 ROOM,1.381239533,103.739993,2018-10,298000.0
435500,428,CLEMENTI AVE 3,3 ROOM,1.312511991,103.76326879999999,2019-09,325000.0
435501,428,CLEMENTI AVE 3,4 ROOM,1.312511991,103.76326879999999,2019-12,500000.0
435458,428,CLEMENTI AVE 3,5 ROOM,1.312511991,103.76326879999999,2004-09,208000.0
435551,428,HOUGANG AVE 6,EXECUTIVE,1.374994485,103.89325500000001,2018-01,722000.0
435576,428,JURONG WEST AVE 1,3 ROOM,1.351599135,103.72528759999999,2011-10,331500.0
435578,428,JURONG WEST AVE 1,4 ROOM,1.351599135,103.72528759999999,2019-04,328000.0
435697,428,PASIR RIS DR 6,4 ROOM,1.3693840519999998,103.95649209999999,2019-12,415000.0
435696,428,PASIR RIS DR 6,5 ROOM,1.3693840519999998,103.95649209999999,2019-11,500000.0
435808,428,TAMPINES ST 41,EXECUTIVE,1.359086171,103.948911,2019-09,610000.0
435957,428,WOODLANDS ST 41,4 ROOM,1.426982924,103.77257850000001,2019-08,290000.0
435958,428,YISHUN AVE 11,,1.42238048,103.847099,,
435959,428A,YISHUN AVE 11,4 ROOM,1.422527792,103.84744520000001,2019-04,390000.0
435961,428A,YISHUN AVE 11,5 ROOM,1.422527792,103.84744520000001,2019-07,518000.0
435974,428B,YISHUN AVE 11,4 ROOM,1.422078154,103.84723340000001,2020-01,385000.0
435975,428B,YISHUN AVE 11,5 ROOM,1.422078154,103.84723340000001,2020-01,500000.0
436054,429,ANG MO KIO AVE 3,4 ROOM,1.3690894580000001,103.8534215,2019-09,382000.0
436100,429,BT PANJANG RING RD,5 ROOM,1.386833873,103.7700949,2018-12,410000.0
436170,429,CHOA CHU KANG AVE 4,4 ROOM,1.383549126,103.7408641,2018-06,350000.0
436167,429,CHOA CHU KANG AVE 4,5 ROOM,1.383549126,103.7408641,2014-06,475000.0
436347,429,CLEMENTI AVE 3,3 ROOM,1.312912189,103.762861,2019-03,360000.0
436329,429,CLEMENTI AVE 3,4 ROOM,1.312912189,103.762861,2010-11,492000.0
436319,429,CLEMENTI AVE 3,EXECUTIVE,1.312912189,103.762861,2008-05,585000.0
436395,429,HOUGANG AVE 6,EXECUTIVE,1.375434885,103.8937434,2019-05,760000.0
436444,429,JURONG WEST AVE 1,3 ROOM,1.351925131,103.7244968,2017-06,288000.0
436445,429,JURONG WEST AVE 1,4 ROOM,1.351925131,103.7244968,2019-02,300000.0
436538,429,PASIR RIS DR 6,4 ROOM,1.370073685,103.9567309,2019-11,420000.0
436536,429,PASIR RIS DR 6,5 ROOM,1.370073685,103.9567309,2018-06,460000.0
436674,429,TAMPINES ST 41,EXECUTIVE,1.359085712,103.9497672,2019-11,650000.0
436836,429,WOODLANDS ST 41,4 ROOM,1.426616849,103.77294859999999,2020-01,283000.0
436837,429,YISHUN AVE 11,,1.422286802,103.8491453,,
436838,429A,CHOA CHU KANG AVE 4,,1.383549126,103.7408641,,
436847,429A,YISHUN AVE 11,3 ROOM,1.422097317,103.8495604,2020-01,313000.0
436848,429A,YISHUN AVE 11,4 ROOM,1.422097317,103.8495604,2020-01,373000.0
436857,429B,YISHUN AVE 11,3 ROOM,1.4217159190000002,103.8492437,2019-10,320000.0
436861,429B,YISHUN AVE 11,4 ROOM,1.4217159190000002,103.8492437,2020-01,395000.0
436862,429C,YISHUN AVE 11,,1.421819634,103.84943,,
425204,42A,HAVELOCK RD,,1.289107169,103.8262869,,
425224,42A,SIMS DR,4 ROOM,1.316668875,103.8760975,2011-06,430000.0
425225,42A,SIMS DR,5 ROOM,1.316668875,103.8760975,2014-12,585000.0
436967,43,BEDOK STH RD,4 ROOM,1.321541281,103.9415933,2020-01,309000.0
437212,43,BENDEMEER RD,3 ROOM,1.321124993,103.86583329999999,2020-01,258000.0
437063,43,BENDEMEER RD,4 ROOM,1.321124993,103.86583329999999,2001-04,117000.0
437257,43,CAMBRIDGE RD,4 ROOM,1.315363027,103.8494345,2019-12,540000.0
437415,43,CHAI CHEE ST,4 ROOM,1.328346685,103.92565479999999,2019-06,426000.0
437585,43,CIRCUIT RD,2 ROOM,1.326482283,103.8855449,2019-09,185000.0
437587,43,CIRCUIT RD,3 ROOM,1.326482283,103.8855449,2020-01,173000.0
437502,43,CIRCUIT RD,4 ROOM,1.326482283,103.8855449,2002-06,180000.0
437615,43,HOLLAND DR,3 ROOM,1.3074341109999998,103.79289759999999,2012-12,362000.0
437639,43,JLN BAHAGIA,3 ROOM,1.327061296,103.8570748,2019-05,810000.0
437644,43,JLN TIGA,4 ROOM,1.308438222,103.88489659999999,2011-08,616000.0
437649,43,JLN TIGA,5 ROOM,1.308438222,103.88489659999999,2019-08,830000.0
437679,43,LENGKOK BAHRU,4 ROOM,1.286955402,103.81100079999999,2018-06,465000.0
437672,43,LENGKOK BAHRU,5 ROOM,1.286955402,103.81100079999999,2006-07,319001.0
437735,43,LOR 5 TOA PAYOH,4 ROOM,1.335906923,103.8543146,2019-07,500000.0
437732,43,LOR 5 TOA PAYOH,5 ROOM,1.335906923,103.8543146,2018-11,706000.0
437844,43,MARINE CRES,5 ROOM,1.305518881,103.913022,2019-03,680000.0
437856,43,MOH GUAN TER,2 ROOM,1.284670567,103.8310493,2006-11,155000.0
437859,43,MOH GUAN TER,3 ROOM,1.284670567,103.8310493,2017-11,630000.0
437855,43,MOH GUAN TER,4 ROOM,1.284670567,103.8310493,2006-06,120000.0
437896,43,SIMS DR,4 ROOM,1.3168188440000002,103.87663959999999,2018-08,475000.0
437893,43,SIMS DR,5 ROOM,1.3168188440000002,103.87663959999999,2009-12,445000.0
437905,43,STIRLING RD,4 ROOM,1.298096771,103.8025981,2009-10,580000.0
438053,43,TANGLIN HALT RD,2 ROOM,1.298710923,103.79858,2014-06,256000.0
438050,43,TANGLIN HALT RD,3 ROOM,1.298710923,103.79858,2014-04,348000.0
438051,43,TANGLIN HALT RD,4 ROOM,1.298710923,103.79858,2014-04,605000.0
438180,43,TEBAN GDNS RD,3 ROOM,1.321102559,103.741674,2019-07,235000.0
438181,43,TEBAN GDNS RD,4 ROOM,1.321102559,103.741674,2019-11,305000.0
438293,43,TELOK BLANGAH RISE,3 ROOM,1.270379512,103.823236,2019-11,320000.0
438282,43,TELOK BLANGAH RISE,5 ROOM,1.270379512,103.823236,2013-07,800000.0
438414,430,ANG MO KIO AVE 3,5 ROOM,1.368992878,103.8527613,2019-12,500000.0
438480,430,BT PANJANG RING RD,4 ROOM,1.3866406169999999,103.7705345,2019-05,335000.0
438481,430,BT PANJANG RING RD,5 ROOM,1.3866406169999999,103.7705345,2020-01,395000.0
438563,430,CHOA CHU KANG AVE 4,4 ROOM,1.38433296,103.7416809,2019-09,320000.0
438562,430,CHOA CHU KANG AVE 4,5 ROOM,1.38433296,103.7416809,2019-08,420000.0
438750,430,CLEMENTI AVE 3,3 ROOM,1.313292771,103.762553,2019-11,320000.0
438729,430,CLEMENTI AVE 3,4 ROOM,1.313292771,103.762553,2011-10,500000.0
438726,430,CLEMENTI AVE 3,EXECUTIVE,1.313292771,103.762553,2011-06,868000.0
438751,430,FERNVALE LINK,,1.3942799959999999,103.8781521,,
438814,430,HOUGANG AVE 6,EXECUTIVE,1.3753210619999998,103.89326109999999,2019-07,628000.0
438928,430,JURONG WEST AVE 1,3 ROOM,1.3519543109999999,103.7256226,2012-10,357000.0
438943,430,JURONG WEST AVE 1,4 ROOM,1.3519543109999999,103.7256226,2019-07,305000.0
439048,430,TAMPINES ST 41,EXECUTIVE,1.359552581,103.9501482,2019-04,635000.0
439049,430,YISHUN AVE 11,,1.421155907,103.8481176,,
439050,430A,CHOA CHU KANG AVE 4,,1.38433296,103.7416809,,
439075,430A,FERNVALE LINK,4 ROOM,1.3938701619999998,103.8785172,2019-08,428888.0
439078,430A,FERNVALE LINK,5 ROOM,1.3938701619999998,103.8785172,2020-01,515000.0
439084,430A,YISHUN AVE 11,3 ROOM,1.421411704,103.8485637,2019-09,295000.0
439089,430A,YISHUN AVE 11,4 ROOM,1.421411704,103.8485637,2020-01,370000.0
439107,430B,FERNVALE LINK,3 ROOM,1.3939076940000001,103.8782233,2019-11,348000.0
439104,430B,FERNVALE LINK,4 ROOM,1.3939076940000001,103.8782233,2019-07,438000.0
439115,430B,YISHUN AVE 11,4 ROOM,1.4209870969999998,103.8486127,2020-01,392000.0
439136,430C,FERNVALE LINK,3 ROOM,1.3945897630000001,103.8782814,2020-01,351000.0
439135,430C,FERNVALE LINK,4 ROOM,1.3945897630000001,103.8782814,2019-11,424500.0
439171,430D,FERNVALE LINK,4 ROOM,1.394826781,103.87800329999999,2019-11,408000.0
439170,430D,FERNVALE LINK,5 ROOM,1.394826781,103.87800329999999,2019-10,560000.0
439261,431,ANG MO KIO AVE 10,5 ROOM,1.36822021,103.85297890000001,2019-11,620000.0
439400,431,BT PANJANG RING RD,4 ROOM,1.386025012,103.7708477,2018-11,295000.0
439482,431,CHOA CHU KANG AVE 4,4 ROOM,1.384037755,103.74177309999999,2017-08,368888.0
439483,431,CHOA CHU KANG AVE 4,5 ROOM,1.384037755,103.74177309999999,2019-09,424000.0
439555,431,CLEMENTI AVE 3,3 ROOM,1.31380878,103.76301720000001,2018-10,410000.0
439556,431,CLEMENTI AVE 3,4 ROOM,1.31380878,103.76301720000001,2018-12,480000.0
439557,431,FERNVALE LINK,,1.3942738000000001,103.8786264,,
439578,431,HOUGANG AVE 6,EXECUTIVE,1.375632982,103.8931079,2019-07,735000.0
439702,431,JURONG WEST AVE 1,3 ROOM,1.352303065,103.7246322,2019-08,280000.0
439701,431,JURONG WEST AVE 1,4 ROOM,1.352303065,103.7246322,2019-02,330000.0
439822,431,TAMPINES ST 41,EXECUTIVE,1.35958483,103.95073070000001,2020-01,611888.0
439823,431,YISHUN AVE 1,,1.420263342,103.8475894,,
439824,431A,CLEMENTI AVE 3,,1.31380878,103.76301720000001,,
439830,431A,YISHUN AVE 1,4 ROOM,1.419606825,103.8472882,2019-12,400000.0
439829,431A,YISHUN AVE 1,5 ROOM,1.419606825,103.8472882,2019-10,490888.0
439835,431B,YISHUN AVE 1,3 ROOM,1.42033318,103.84710240000001,2019-08,310000.0
439843,431B,YISHUN AVE 1,4 ROOM,1.42033318,103.84710240000001,2020-01,385000.0
439850,431C,YISHUN AVE 1,3 ROOM,1.4201971930000001,103.84650450000001,2019-10,320000.0
439851,431C,YISHUN AVE 1,4 ROOM,1.4201971930000001,103.84650450000001,2020-01,370000.0
439858,431D,YISHUN AVE 1,4 ROOM,1.4199690580000002,103.8469695,2020-01,385000.0
439967,432,ANG MO KIO AVE 10,3 ROOM,1.36830997,103.8536003,2019-12,260000.0
439960,432,ANG MO KIO AVE 10,4 ROOM,1.36830997,103.8536003,2017-03,398000.0
440025,432,BT PANJANG RING RD,4 ROOM,1.386233843,103.7711882,2018-11,332000.0
440022,432,BT PANJANG RING RD,5 ROOM,1.386233843,103.7711882,2017-07,420000.0
440089,432,CHOA CHU KANG AVE 4,4 ROOM,1.3846441440000001,103.74183359999999,2013-06,463000.0
440090,432,CHOA CHU KANG AVE 4,5 ROOM,1.3846441440000001,103.74183359999999,2019-09,420000.0
440210,432,CLEMENTI AVE 3,3 ROOM,1.3140205759999999,103.7627406,2017-11,370000.0
440183,432,CLEMENTI AVE 3,4 ROOM,1.3140205759999999,103.7627406,2004-12,298000.0
440192,432,CLEMENTI AVE 3,5 ROOM,1.3140205759999999,103.7627406,2007-11,488000.0
440250,432,HOUGANG AVE 6,4 ROOM,1.3762474759999999,103.8931285,2018-02,388000.0
440252,432,HOUGANG AVE 6,5 ROOM,1.3762474759999999,103.8931285,2019-12,510000.0
440357,432,JURONG WEST ST 42,3 ROOM,1.352563729,103.7235695,2019-10,290000.0
440356,432,JURONG WEST ST 42,4 ROOM,1.352563729,103.7235695,2019-09,315000.0
440358,432,SENGKANG WEST WAY,,1.394397364,103.87720279999999,,
440489,432,TAMPINES ST 41,4 ROOM,1.358875714,103.9505355,2019-10,365000.0
440491,432,TAMPINES ST 41,5 ROOM,1.358875714,103.9505355,2019-11,525000.0
440519,432A,SENGKANG WEST WAY,3 ROOM,1.394750476,103.8772023,2019-10,350000.0
440520,432A,SENGKANG WEST WAY,4 ROOM,1.394750476,103.8772023,2019-11,470000.0
440528,432A,YISHUN AVE 1,4 ROOM,1.41930729,103.84704359999999,2020-01,400000.0
440529,432A,YISHUN AVE 1,5 ROOM,1.41930729,103.84704359999999,2020-01,468000.0
440548,432B,SENGKANG WEST WAY,3 ROOM,1.3939723290000001,103.8771353,2019-10,305000.0
440550,432B,SENGKANG WEST WAY,4 ROOM,1.3939723290000001,103.8771353,2020-01,438000.0
440559,432B,YISHUN AVE 1,4 ROOM,1.4190999340000001,103.8464618,2019-09,392000.0
440566,432B,YISHUN AVE 1,5 ROOM,1.4190999340000001,103.8464618,2020-01,450000.0
440575,432C,YISHUN AVE 1,4 ROOM,1.4194957019999999,103.8459734,2019-12,400000.0
440577,432C,YISHUN AVE 1,5 ROOM,1.4194957019999999,103.8459734,2019-12,415000.0
440582,432D,YISHUN AVE 1,5 ROOM,1.4197951640000002,103.8461741,2020-01,440000.0
440718,433,ANG MO KIO AVE 10,3 ROOM,1.368076523,103.854353,2019-11,250000.0
440712,433,ANG MO KIO AVE 10,4 ROOM,1.368076523,103.854353,2019-01,409000.0
440735,433,BT PANJANG RING RD,EXECUTIVE,1.385730324,103.7712126,2019-12,533000.0
440816,433,CHOA CHU KANG AVE 4,4 ROOM,1.3849307830000002,103.7417718,2019-11,370000.0
440815,433,CHOA CHU KANG AVE 4,5 ROOM,1.3849307830000002,103.7417718,2019-09,472000.0
440950,433,CLEMENTI AVE 3,3 ROOM,1.3140162229999999,103.76182740000002,2019-11,355000.0
440945,433,CLEMENTI AVE 3,4 ROOM,1.3140162229999999,103.76182740000002,2012-04,507000.0
440936,433,CLEMENTI AVE 3,EXECUTIVE,1.3140162229999999,103.76182740000002,2009-03,555000.0
441052,433,HOUGANG AVE 8,4 ROOM,1.37614024,103.89382370000001,2019-09,402000.0
441048,433,HOUGANG AVE 8,5 ROOM,1.37614024,103.89382370000001,2017-04,556000.0
441187,433,JURONG WEST ST 42,3 ROOM,1.352779845,103.7228586,2019-04,263000.0
441190,433,JURONG WEST ST 42,4 ROOM,1.352779845,103.7228586,2019-11,320000.0
441191,433,SENGKANG WEST WAY,,1.39439933,103.87767559999999,,
441303,433,TAMPINES ST 43,3 ROOM,1.359040501,103.9511326,2020-01,296000.0
441299,433,TAMPINES ST 43,4 ROOM,1.359040501,103.9511326,2014-12,382000.0
441457,433,YISHUN AVE 6,4 ROOM,1.4209118059999999,103.84729329999999,2019-09,266000.0
441475,433A,SENGKANG WEST WAY,3 ROOM,1.394949473,103.877567,2019-11,335000.0
441479,433A,SENGKANG WEST WAY,4 ROOM,1.394949473,103.877567,2020-01,445000.0
441510,433B,SENGKANG WEST WAY,4 ROOM,1.393888943,103.8774946,2020-01,445000.0
441511,433B,SENGKANG WEST WAY,5 ROOM,1.393888943,103.8774946,2020-01,540000.0
441637,434,ANG MO KIO AVE 10,3 ROOM,1.367891507,103.85345500000001,2019-06,228000.0
441627,434,ANG MO KIO AVE 10,4 ROOM,1.367891507,103.85345500000001,2014-04,477000.0
441701,434,BT PANJANG RING RD,4 ROOM,1.385459248,103.7705051,2017-06,360000.0
441708,434,BT PANJANG RING RD,5 ROOM,1.385459248,103.7705051,2019-10,403000.0
441777,434,CHOA CHU KANG AVE 4,4 ROOM,1.384446824,103.7410895,2019-05,335000.0
441779,434,CHOA CHU KANG AVE 4,5 ROOM,1.384446824,103.7410895,2019-10,520000.0
441922,434,CLEMENTI AVE 3,3 ROOM,1.314568897,103.76161259999999,2020-01,350000.0
441918,434,CLEMENTI AVE 3,4 ROOM,1.314568897,103.76161259999999,2018-03,500000.0
441923,434,FERNVALE RD,,1.393958305,103.8765442,,
441991,434,HOUGANG AVE 8,4 ROOM,1.376472216,103.8938221,2018-08,390000.0
441992,434,HOUGANG AVE 8,5 ROOM,1.376472216,103.8938221,2018-11,515000.0
442047,434,JURONG WEST ST 42,3 ROOM,1.352404533,103.72270970000001,2019-09,270000.0
442045,434,JURONG WEST ST 42,4 ROOM,1.352404533,103.72270970000001,2014-04,388000.0
442208,434,TAMPINES ST 43,3 ROOM,1.3592418419999999,103.95161309999999,2019-06,306000.0
442209,434,TAMPINES ST 43,4 ROOM,1.3592418419999999,103.95161309999999,2019-09,450000.0
442235,434A,FERNVALE RD,3 ROOM,1.394373666,103.8763224,2019-09,368000.0
442238,434A,FERNVALE RD,4 ROOM,1.394373666,103.8763224,2020-01,410000.0
442267,434B,FERNVALE RD,4 ROOM,1.394609604,103.8765855,2020-01,445000.0
442265,434B,FERNVALE RD,5 ROOM,1.394609604,103.8765855,2019-10,560000.0
442476,435,ANG MO KIO AVE 10,3 ROOM,1.367703678,103.8542143,2020-01,288000.0
442472,435,ANG MO KIO AVE 10,4 ROOM,1.367703678,103.8542143,2018-08,430000.0
442631,435,BT BATOK WEST AVE 5,,1.3593430119999999,103.7403647,,
442630,435,BT PANJANG RING RD,4 ROOM,1.386039755,103.7701963,2020-01,300000.0
442709,435,CHOA CHU KANG AVE 4,4 ROOM,1.3851387640000001,103.74105,2019-10,325000.0
442708,435,CHOA CHU KANG AVE 4,5 ROOM,1.3851387640000001,103.74105,2019-02,475000.0
442846,435,CLEMENTI AVE 3,3 ROOM,1.314562106,103.7625302,2019-11,380000.0
442847,435,CLEMENTI AVE 3,4 ROOM,1.314562106,103.7625302,2019-11,448000.0
442848,435,FERNVALE RD,,1.393398979,103.8762905,,
442963,435,HOUGANG AVE 8,4 ROOM,1.377900409,103.8940194,2018-10,398000.0
443006,435,JURONG WEST ST 42,3 ROOM,1.3521101130000002,103.7236879,2017-12,276000.0
443007,435,JURONG WEST ST 42,4 ROOM,1.3521101130000002,103.7236879,2018-06,340000.0
443050,435,TAMPINES ST 43,4 ROOM,1.359766535,103.9510734,2018-06,365000.0
443204,435,YISHUN AVE 6,4 ROOM,1.421332274,103.84728100000001,2019-11,255000.0
443205,435A,BT BATOK WEST AVE 5,,1.359571246,103.74052440000001,,
443241,435A,FERNVALE RD,4 ROOM,1.393398979,103.8762905,2019-12,380000.0
443238,435A,FERNVALE RD,5 ROOM,1.393398979,103.8762905,2019-08,560000.0
443242,435A,HOUGANG AVE 8,,1.377900409,103.8940194,,
443243,435B,BT BATOK WEST AVE 5,,1.358822723,103.7404048,,
443269,435B,FERNVALE RD,3 ROOM,1.393393644,103.8766449,2019-03,353000.0
443276,435B,FERNVALE RD,4 ROOM,1.393393644,103.8766449,2019-10,422000.0
